rank,video_id,creator,views,likes,comments,saves,reposts,engagement_rate,score,upload_date,ai_phan_tich_tong_the,hook_analysis,viral_mechanics,buyer_psychology,winning_formula,top_buying_intent_questions,top_customer_objections,comments_analyzed_count,url,caption
65,7671572391092407582,fittogether_65,26000,37,0,22,14,0.002808,6.32,2026-08-08,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #65]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.","Bargain Discovery / Smart Shopper Hook: Opening with 'realistic artificial olive tree, faux olive tree, fake olive tree, realisti...' to capture viewer attention within 3 seconds.","Driven by 26,000 views and 22 saves (0 comments) due to high shareability and home decor reference value.",Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.,Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,,,0,https://www.tiktok.com/@fittogether_65/video/7671572391092407582,"realistic artificial olive tree, faux olive tree, fake olive tree, realistic fake tree, artificial indoor tree, 5 foot olive tree, 6 foot olive tree, 7 foot olive tree, 8 foot olive tree, tall faux tree, living room decor, artificial plants, modern home decor, luxury home aesthetic, indoor tree decor #OliveTree #FauxPlants #HomeDecor #InteriorDesign #TikTokFinds"
66,7543425980568800567,madelineileen,4040,29,5,5,4,0.010644,6.07,2025-08-28,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #66]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with 'Another IKEA hack lol #fyp #ikeahack #interiordesign #fauxolivetree @IKEA ...' to capture viewer attention within 3 seconds.,"Driven by 4,040 views and 5 saves (5 comments) due to high shareability and home decor reference value.","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,2,https://www.tiktok.com/@madelineileen/video/7543425980568800567,Another IKEA hack lol #fyp #ikeahack #interiordesign #fauxolivetree @IKEA 
67,7462435558640635182,thegregglifeofkelly,1815,7,6,4,3,0.011019,5.97,2025-01-22,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #67]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 3 bình luận thực tế: 66.7% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity / Lifestyle Context Hook: Opening with 'Here is your faux olive tree on a budget! It will elevate your space! #crea...' to capture viewer attention within 3 seconds.,"Driven by 1,815 views and 4 saves (6 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'that looks so nice and what a great price, Seriously such a great price!'","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 3 bình luận thực tế: 66.7% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Natural lifestyle framing -> problem resolution -> seamless product showcase.,that looks so nice and what a great price; Seriously such a great price!,,3,https://www.tiktok.com/@thegregglifeofkelly/video/7462435558640635182,Here is your faux olive tree on a budget! It will elevate your space! #creatorsearchinsights #fauxtree #tree #trees #homedecor #onabudget 
68,7660508186595659022,karasjourney5,760,7,2,0,1,0.013158,5.82,2026-07-09,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #68]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with 'Bring timeless greenery into your home—this faux olive tree comes ready to ...' to capture viewer attention within 3 seconds.,Driven by 760 views and 0 saves (2 comments) due to high shareability and home decor reference value.,"Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,1,https://www.tiktok.com/@karasjourney5/video/7660508186595659022,Bring timeless greenery into your home—this faux olive tree comes ready to display in its own pot. 🌿 Perfect for adding a natural touch with zero maintenance! #FauxOliveTree #HomeDecor #OliveTree #HomeStyling #InteriorDecor
69,7543982020700015885,courtneestagner12,7096,59,3,2,0,0.009019,5.63,2025-08-29,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #69]: Step-by-step unboxing/crafting -> satisfying reveal -> cost breakdown vs commercial alternatives. | [TÂM LÝ KHÁCH]: Taps into pride of home improvement and cost-saving ingenuity; viewers trust creators who build with their hands. (Khán giả phản hồi thực tế: Phân tích từ 2 bình luận thực tế: 50.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)","DIY Craftsmanship / Process Hook: Opening with 'Fake, fabulous, and forever green 💚 #fauxolivetree #lifelikeolivetree #fake...' to capture viewer attention within 3 seconds.","Driven by 7,096 views and 2 saves (3 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'It should be more perfect with a flower pot.🥰'","Taps into pride of home improvement and cost-saving ingenuity; viewers trust creators who build with their hands. (Khán giả phản hồi thực tế: Phân tích từ 2 bình luận thực tế: 50.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Step-by-step unboxing/crafting -> satisfying reveal -> cost breakdown vs commercial alternatives.,It should be more perfect with a flower pot.🥰,,2,https://www.tiktok.com/@courtneestagner12/video/7543982020700015885,"Fake, fabulous, and forever green 💚 #fauxolivetree #lifelikeolivetree #fakeolivetree #tiktokmademebuyit "
70,7647372874952625439,fittogether_65,1226,7,4,1,0,0.009788,4.96,2026-06-05,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #70]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 3 bình luận thực tế: 66.7% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)","Bargain Discovery / Smart Shopper Hook: Opening with '7 foot olive tree, realistic artificial olive tree, faux olive tree with po...' to capture viewer attention within 3 seconds.","Driven by 1,226 views and 1 saves (4 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Absolutely love ours, thanks for sharing this link, The other ones don’t come with the pot.'","Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 3 bình luận thực tế: 66.7% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,"Absolutely love ours, thanks for sharing this link; The other ones don’t come with the pot.",,3,https://www.tiktok.com/@fittogether_65/video/7647372874952625439,"7 foot olive tree, realistic artificial olive tree, faux olive tree with pot, large indoor olive tree, easy assembly home decor, realistic fake plant, living room decor tree, home decor upgrade, maintenance free plant, modern farmhouse decor, decorative indoor tree, artificial plant with planter, office decor tree, affordable luxury home decor, TikTok home finds #homedecor #olivetree #fauxplant #homefinds #tiktokshopfinds"
71,7684096339239554335,aliciasfaves,648,5,0,2,0,0.010802,4.45,2026-09-11,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #71]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with 'I didn’t think I’d like it this much but this faux olive tree is really doi...' to capture viewer attention within 3 seconds.,Driven by 648 views and 2 saves (0 comments) due to high shareability and home decor reference value.,"Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,0,https://www.tiktok.com/@aliciasfaves/video/7684096339239554335,I didn’t think I’d like it this much but this faux olive tree is really doing something special for the vibe in my bedroom 😍 #homedecor #fauxplants #olivetree #bedroommakeover #bedroomdecor 
72,7478023353614339374,theshoppingmuse,1685,6,1,3,3,0.007715,3.62,2025-03-05,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #72]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 1 bình luận thực tế: 100.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity / Lifestyle Context Hook: Opening with 'My pretty faux olive tree is on sale!  #Fauxolivetree #homedecor #interiord...' to capture viewer attention within 3 seconds.,"Driven by 1,685 views and 3 saves (1 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Wow, Beautiful olive tree. What height is your olive tree?'","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 1 bình luận thực tế: 100.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Natural lifestyle framing -> problem resolution -> seamless product showcase.,"Wow, Beautiful olive tree. What height is your olive tree?",,1,https://www.tiktok.com/@theshoppingmuse/video/7478023353614339374,My pretty faux olive tree is on sale!  #Fauxolivetree #homedecor #interiordecor #artificialplants #greenery #olivetree 
73,7683493673262124310,projectshrublands,1744,11,0,3,0,0.008028,3.56,2026-09-09,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #73]: Step-by-step unboxing/crafting -> satisfying reveal -> cost breakdown vs commercial alternatives. | [TÂM LÝ KHÁCH]: Taps into pride of home improvement and cost-saving ingenuity; viewers trust creators who build with their hands.",DIY Craftsmanship / Process Hook: Opening with 'Gorgeous faux Olive Tree - 6ft! I love this so much! The white container is...' to capture viewer attention within 3 seconds.,"Driven by 1,744 views and 3 saves (0 comments) due to high shareability and home decor reference value.",Taps into pride of home improvement and cost-saving ingenuity; viewers trust creators who build with their hands.,Step-by-step unboxing/crafting -> satisfying reveal -> cost breakdown vs commercial alternatives.,,,0,https://www.tiktok.com/@projectshrublands/video/7683493673262124310,Gorgeous faux Olive Tree - 6ft! I love this so much! The white container is not included. #olivetree #homedecor  #fakeplants #tiktokmademebuylt #home 
74,7442527642026298654,vivatrees,10900,14,1,8,5,0.002569,3.41,2024-11-29,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #74]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with 'What???!!! It's a FAKE tree! 😮🤩 #FauxOliveTree #olivetree #homeupgrade #Hol...' to capture viewer attention within 3 seconds.,"Driven by 10,900 views and 8 saves (1 comments) due to high shareability and home decor reference value.","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,0,https://www.tiktok.com/@vivatrees/video/7442527642026298654,What???!!! It's a FAKE tree! 😮🤩 #FauxOliveTree #olivetree #homeupgrade #HolidayDecor #fauxplants
75,7676372927910120735,chenga624,138,0,0,0,0,0.0,0.03,2026-08-21,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #75]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).","Curiosity / Lifestyle Context Hook: Opening with 'Girls,l’m totally smitten by this indoor faux olive tree 💕✨🫒✨#livingroomdec...' to capture viewer attention within 3 seconds.",Driven by 138 views and 0 saves (0 comments) due to high shareability and home decor reference value.,"Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,0,https://www.tiktok.com/@chenga624/video/7676372927910120735,"Girls,l’m totally smitten by this indoor faux olive tree 💕✨🫒✨#livingroomdecor #olivetreedecor #interior#fauxolivetree #homeinterior "
76,7506347864138861844,,0,0,0,0,0,0.0,0.0,2026-09-15,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #76]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 100 bình luận thực tế: 15.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 1.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity / Lifestyle Context Hook: Opening with '...' to capture viewer attention within 3 seconds.,"Driven by 0 views and 0 saves (0 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Ano po Size nyan mii?, San mo nbili yng pot mo sis. Mas ok yng gamit mo kesa sa kasama e, Ganda buy ako nyan😇😍' & Rào cản/lo lắng: 'ang ganda nang quality'","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 100 bình luận thực tế: 15.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 1.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Natural lifestyle framing -> problem resolution -> seamless product showcase.,Ano po Size nyan mii?; San mo nbili yng pot mo sis. Mas ok yng gamit mo kesa sa kasama e; Ganda buy ako nyan😇😍; Saan po nbili pot mo mam pa notice po,ang ganda nang quality,100,https://www.tiktok.com/@shann_go/video/7506347864138861844,
77,7667011123551456519,,0,0,0,0,0,0.0,0.0,2026-09-15,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #77]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 20 bình luận thực tế: 10.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity / Lifestyle Context Hook: Opening with '...' to capture viewer attention within 3 seconds.,"Driven by 0 views and 0 saves (0 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Order ako later, Pot from?'","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 20 bình luận thực tế: 10.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Natural lifestyle framing -> problem resolution -> seamless product showcase.,Order ako later; Pot from?,,20,https://www.tiktok.com/@wynnontiktok/video/7667011123551456519,
